PharmGKB ID,Literature,Variant,Drug,Class,activity_score,Association,isomeric,phenotype
1451153742,PMID:11270921,*1/*4,(S)-methadone,nor,1,CYP2D6 *3/*4 are associated with increased concentrations of (R)-methadone and (S)-methadone in people with Heroin Dependence as compared to CYP2D6 *1/*1 + *1/*3 + *1/*4 + *1/*5 + *1/*6 (assigned as normal metabolizer genotype phenotype) .,CCC(=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,CYP2D6 Intermediate Metabolizer
1451153742,PMID:11270921,*1/*5,(S)-methadone,nor,1,CYP2D6 *3/*4 are associated with increased concentrations of (R)-methadone and (S)-methadone in people with Heroin Dependence as compared to CYP2D6 *1/*1 + *1/*3 + *1/*4 + *1/*5 + *1/*6 (assigned as normal metabolizer genotype phenotype) .,CCC(=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,CYP2D6 Intermediate Metabolizer
1451153742,PMID:11270921,*1/*6,(S)-methadone,nor,1,CYP2D6 *3/*4 are associated with increased concentrations of (R)-methadone and (S)-methadone in people with Heroin Dependence as compared to CYP2D6 *1/*1 + *1/*3 + *1/*4 + *1/*5 + *1/*6 (assigned as normal metabolizer genotype phenotype) .,CCC(=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,CYP2D6 Intermediate Metabolizer
1451153742,PMID:11270921,*3/*4,(S)-methadone,f,0,CYP2D6 *3/*4 are associated with increased concentrations of (R)-methadone and (S)-methadone in people with Heroin Dependence as compared to CYP2D6 *1/*1 + *1/*3 + *1/*4 + *1/*5 + *1/*6 (assigned as normal metabolizer genotype phenotype) .,CCC(=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,CYP2D6 Poor Metabolizer
1451153742,PMID:11270921,*4/*4,(S)-methadone,f,0,CYP2D6 *4/*4 are associated with increased concentrations of (R)-methadone and (S)-methadone in people with Heroin Dependence as compared to CYP2D6 *1/*1 + *1/*3 + *1/*4 + *1/*5 + *1/*6 (assigned as normal metabolizer genotype phenotype) .,CCC(=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,CYP2D6 Poor Metabolizer
1451153742,PMID:11270921,*4/*6,(S)-methadone,f,0,CYP2D6 *4/*6 are associated with increased concentrations of (R)-methadone and (S)-methadone in people with Heroin Dependence as compared to CYP2D6 *1/*1 + *1/*3 + *1/*4 + *1/*5 + *1/*6 (assigned as normal metabolizer genotype phenotype) .,CCC(=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,CYP2D6 Poor Metabolizer
1448109032,PMCID:PMC4949007,*1/*1,"3,4-methylenedioxymethamphetamine",nor,2,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Normal Metabolizer
1448109032,PMCID:PMC4949007,*1/*4,"3,4-methylenedioxymethamphetamine",nor,1,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Intermediate Metabolizer
1448109032,PMCID:PMC4949007,*1/*3,"3,4-methylenedioxymethamphetamine",nor,1,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Intermediate Metabolizer
1448109032,PMCID:PMC4949007,*1/*6,"3,4-methylenedioxymethamphetamine",nor,1,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Intermediate Metabolizer
1448109032,PMCID:PMC4949007,*2/*4,"3,4-methylenedioxymethamphetamine",nor,1,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Intermediate Metabolizer
1448109032,PMCID:PMC4949007,*2/*5,"3,4-methylenedioxymethamphetamine",nor,1,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Intermediate Metabolizer
1448109032,PMCID:PMC4949007,*9/*10,"3,4-methylenedioxymethamphetamine",nor,0.5,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Intermediate Metabolizer
1448109032,PMCID:PMC4949007,*1/*41,"3,4-methylenedioxymethamphetamine",nor,1.25,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Normal Metabolizer
1448109032,PMCID:PMC4949007,*1/*10,"3,4-methylenedioxymethamphetamine",nor,1.25,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Normal Metabolizer
1448109032,PMCID:PMC4949007,*1/*9,"3,4-methylenedioxymethamphetamine",nor,1.25,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Normal Metabolizer
1448109032,PMCID:PMC4949007,*2/*10,"3,4-methylenedioxymethamphetamine",nor,1.25,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Normal Metabolizer
1448109032,PMCID:PMC4949007,*2/*41,"3,4-methylenedioxymethamphetamine",nor,1.25,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Normal Metabolizer
1448109032,PMCID:PMC4949007,*1/*2,"3,4-methylenedioxymethamphetamine",nor,2,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Normal Metabolizer
1448109032,PMCID:PMC4949007,*2/*2,"3,4-methylenedioxymethamphetamine",nor,2,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Normal Metabolizer
1448109032,PMCID:PMC4949007,*4/*10,"3,4-methylenedioxymethamphetamine",de,0.25,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Intermediate Metabolizer
1448109032,PMCID:PMC4949007,*4/*41,"3,4-methylenedioxymethamphetamine",de,0.25,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Intermediate Metabolizer
1448109032,PMCID:PMC4949007,*5/*10,"3,4-methylenedioxymethamphetamine",de,0.25,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Intermediate Metabolizer
1448109032,PMCID:PMC4949007,*5/*41,"3,4-methylenedioxymethamphetamine",de,0.25,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Intermediate Metabolizer
1448109032,PMCID:PMC4949007,*10/*41,"3,4-methylenedioxymethamphetamine",de,0.5,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Intermediate Metabolizer
1448109032,PMCID:PMC4949007,*10/*10,"3,4-methylenedioxymethamphetamine",de,0.5,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Intermediate Metabolizer
1448109032,PMCID:PMC4949007,*4/*9,"3,4-methylenedioxymethamphetamine",de,0.25,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Intermediate Metabolizer
1448109032,PMCID:PMC4949007,*3/*3,"3,4-methylenedioxymethamphetamine",f,0,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Poor Metabolizer
1448109032,PMCID:PMC4949007,*4/*4,"3,4-methylenedioxymethamphetamine",f,0,"CYP2D6 *4/*4  is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Poor Metabolizer
1448109032,PMCID:PMC4949007,*3/*5,"3,4-methylenedioxymethamphetamine",f,0,"CYP2D6 *3/*5 is associated with decreased metabolism of 3,4-methylenedioxymethamphetamine as compared to CYP2D6 *1/*4 + *1/*3 + *1/*6 + *2/*4 + *2/*5 + *9/*10 + *1/*41 + *1/*10 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.",CC(CC1=CC2=C(C=C1)OCO2)NC,CYP2D6 Poor Metabolizer
1446903345,PMID:16024198,*4/*5,amitriptyline,f,0,CYP2D6 *4/*5 are associated with decreased metabolism of amitriptyline as compared to CYP2D6 *9 + *10 + *1 + *2.,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,CYP2D6 Poor Metabolizer
1446903345,PMID:16024198,*4/*4,amitriptyline,f,0,CYP2D6 *4/*4 are associated with decreased metabolism of amitriptyline as compared to CYP2D6 *9 + *10 + *1 + *2.,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,CYP2D6 Poor Metabolizer
1183617442,PMID:15590749,*1/*2,amitriptyline,nor,2,"CYP2D6 *1/*4 are associated with increased risk of Drug Toxicity when treated with amitriptyline in people with Depressive Disorder, Major as compared to CYP2D6 *1/*1 + *1/*2 + *2/*1xN + *2/*2 + *1/*41 + *1/*10 + *2/*41.",CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,CYP2D6 Normal Metabolizer
1183617442,PMID:15590749,*1/*1,amitriptyline,nor,2,"CYP2D6 *1/*4 are associated with increased risk of Drug Toxicity when treated with amitriptyline in people with Depressive Disorder, Major as compared to CYP2D6 *1/*1 + *1/*2 + *2/*1xN + *2/*2 + *1/*41 + *1/*10 + *2/*41.",CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,CYP2D6 Normal Metabolizer
1183617442,PMID:15590749,*1/*41,amitriptyline,nor,1.25,"CYP2D6 *1/*4 are associated with increased risk of Drug Toxicity when treated with amitriptyline in people with Depressive Disorder, Major as compared to CYP2D6 *1/*1 + *1/*2 + *2/*1xN + *2/*2 + *1/*41 + *1/*10 + *2/*41.",CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,CYP2D6 Normal Metabolizer
1183617442,PMID:15590749,*1/*10,amitriptyline,nor,1.25,"CYP2D6 *1/*4 are associated with increased risk of Drug Toxicity when treated with amitriptyline in people with Depressive Disorder, Major as compared to CYP2D6 *1/*1 + *1/*2 + *2/*1xN + *2/*2 + *1/*41 + *1/*10 + *2/*41.",CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,CYP2D6 Normal Metabolizer
1183617442,PMID:15590749,*2/*41,amitriptyline,nor,1.25,"CYP2D6 *1/*4 are associated with increased risk of Drug Toxicity when treated with amitriptyline in people with Depressive Disorder, Major as compared to CYP2D6 *1/*1 + *1/*2 + *2/*1xN + *2/*2 + *1/*41 + *1/*10 + *2/*41.",CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,CYP2D6 Normal Metabolizer
1183617442,PMID:15590749,*1/*4,amitriptyline,de,1,"CYP2D6 *1/*4 are associated with increased risk of Drug Toxicity when treated with amitriptyline in people with Depressive Disorder, Major as compared to CYP2D6 *1/*1 + *1/*2 + *2/*1xN + *2/*2 + *1/*41 + *1/*10 + *2/*41.",CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,CYP2D6 Intermediate Metabolizer
1183617442,PMID:15590749,*2/*4,amitriptyline,de,1,"CYP2D6 *2/*4 are associated with increased risk of Drug Toxicity when treated with amitriptyline in people with Depressive Disorder, Major as compared to CYP2D6 *1/*1 + *1/*2 + *2/*1xN + *2/*2 + *1/*41 + *1/*10 + *2/*41.",CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,CYP2D6 Intermediate Metabolizer
1183617442,PMID:15590749,*2/*5 ,amitriptyline,de,,"CYP2D6 *2/*5 are associated with increased risk of Drug Toxicity when treated with amitriptyline in people with Depressive Disorder, Major as compared to CYP2D6 *1/*1 + *1/*2 + *2/*1xN + *2/*2 + *1/*41 + *1/*10 + *2/*41.",CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,
1183617442,PMID:15590749,*4/*41,amitriptyline,de,0.25,"CYP2D6 *4/*41 are associated with increased risk of Drug Toxicity when treated with amitriptyline in people with Depressive Disorder, Major as compared to CYP2D6 *1/*1 + *1/*2 + *2/*1xN + *2/*2 + *1/*41 + *1/*10 + *2/*41.",CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,CYP2D6 Intermediate Metabolizer
1183617442,PMID:15590749,*4/*10,amitriptyline,de,0.25,"CYP2D6 *4/*10 are associated with increased risk of Drug Toxicity when treated with amitriptyline in people with Depressive Disorder, Major as compared to CYP2D6 *1/*1 + *1/*2 + *2/*1xN + *2/*2 + *1/*41 + *1/*10 + *2/*41.",CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,CYP2D6 Intermediate Metabolizer
1183617206,PMID:12172336,*5/*10,amitriptyline,de,0.25,CYP2D6 *5/*10 is associated with increased ratio of nortriptyline and its metabolite (NT/EHNT) when treated with amitriptyline in people with Mental Disorders as compared to CYP2D6 *1/*1 + *1/*2.,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,CYP2D6 Intermediate Metabolizer
1183617206,PMID:12172336,*10/*10,amitriptyline,de,0.5,CYP2D6 *10/*10 is associated with increased ratio of nortriptyline and its metabolite (NT/EHNT) when treated with amitriptyline in people with Mental Disorders as compared to CYP2D6 *1/*1 + *1/*2.,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,CYP2D6 Intermediate Metabolizer
1447814409,PMID:26254792,*10/*10,atomoxetine,de,0.5,CYP2D6 *10/*10 are associated with increased concentrations of atomoxetine in healthy individuals as compared to CYP2D6 *1/*1.,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2,CYP2D6 Intermediate Metabolizer
1447814438,PMID:26254792,*1/*10,atomoxetine,nor,1.25,CYP2D6 *1/*10 are associated with decreased clearance of atomoxetine in healthy individuals as compared to CYP2D6 *1/*1.,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2,CYP2D6 Normal Metabolizer
1446896699,PMID:25919121,*3/*3,atomoxetine,f,0,"CYP2D6 *3/*3 (assigned as poor metabolizers phenotype) are associated with increased risk of dry mouth, Erectile Dysfunction, Hyperhidrosis, insomnia and Urinary Retention when treated with atomoxetine in people with Attention Deficit Disorder with Hyperactivity as compared to CYP2D6 *1/*3 + *1/*4 + *1/*5 + *1/*6 + *1/*7 + *1/*1xN + *1/*1 + *1/*10 + *1/*17 + *3/*10 + *4/*10 + *4/*17 + *5/*10 + *5/*17 + *6/*10 + *10/*10 + *10/*17 + *17/*17.",CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2,CYP2D6 Poor Metabolizer
1446896699,PMID:25919121,*3/*4,atomoxetine,f,0,"CYP2D6 *3/*4 (assigned as poor metabolizers phenotype) are associated with increased risk of dry mouth, Erectile Dysfunction, Hyperhidrosis, insomnia and Urinary Retention when treated with atomoxetine in people with Attention Deficit Disorder with Hyperactivity as compared to CYP2D6 *1/*3 + *1/*4 + *1/*5 + *1/*6 + *1/*7 + *1/*1xN + *1/*1 + *1/*10 + *1/*17 + *3/*10 + *4/*10 + *4/*17 + *5/*10 + *5/*17 + *6/*10 + *10/*10 + *10/*17 + *17/*17.",CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2,CYP2D6 Poor Metabolizer
1446896699,PMID:25919121,*3/*5,atomoxetine,f,0,"CYP2D6 *3/*5 (assigned as poor metabolizers phenotype) are associated with increased risk of dry mouth, Erectile Dysfunction, Hyperhidrosis, insomnia and Urinary Retention when treated with atomoxetine in people with Attention Deficit Disorder with Hyperactivity as compared to CYP2D6 *1/*3 + *1/*4 + *1/*5 + *1/*6 + *1/*7 + *1/*1xN + *1/*1 + *1/*10 + *1/*17 + *3/*10 + *4/*10 + *4/*17 + *5/*10 + *5/*17 + *6/*10 + *10/*10 + *10/*17 + *17/*17.",CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2,CYP2D6 Poor Metabolizer
1446896699,PMID:25919121,*3/*6,atomoxetine,f,0,"CYP2D6 *3/*6 (assigned as poor metabolizers phenotype) are associated with increased risk of dry mouth, Erectile Dysfunction, Hyperhidrosis, insomnia and Urinary Retention when treated with atomoxetine in people with Attention Deficit Disorder with Hyperactivity as compared to CYP2D6 *1/*3 + *1/*4 + *1/*5 + *1/*6 + *1/*7 + *1/*1xN + *1/*1 + *1/*10 + *1/*17 + *3/*10 + *4/*10 + *4/*17 + *5/*10 + *5/*17 + *6/*10 + *10/*10 + *10/*17 + *17/*17.",CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2,CYP2D6 Poor Metabolizer
1446896699,PMID:25919121,*4/*4,atomoxetine,f,0,"CYP2D6 *4/*4 (assigned as poor metabolizers phenotype) are associated with increased risk of dry mouth, Erectile Dysfunction, Hyperhidrosis, insomnia and Urinary Retention when treated with atomoxetine in people with Attention Deficit Disorder with Hyperactivity as compared to CYP2D6 *1/*3 + *1/*4 + *1/*5 + *1/*6 + *1/*7 + *1/*1xN + *1/*1 + *1/*10 + *1/*17 + *3/*10 + *4/*10 + *4/*17 + *5/*10 + *5/*17 + *6/*10 + *10/*10 + *10/*17 + *17/*17.",CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2,CYP2D6 Poor Metabolizer
